sample1	sample2	chr	start	end	different	Nsnp
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	2	487241	861650	0	312
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	3	74346	565770	0	373
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	3	573708	1001448	1	247
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	4	91950	1141383	1	1107
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	5	38911	275740	0	160
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	5	279011	427247	1	116
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	5	437323	561831	0	76
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	5	561990	649812	1	70
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	5	651694	1321348	0	398
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	6	72627	164394	1	64
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	6	171952	293195	0	53
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	6	302105	926593	1	362
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	6	932002	1294070	0	248
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	7	77258	162203	0	153
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	7	165682	889170	1	717
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	7	894384	1380100	0	296
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	8	74385	173984	0	64
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	8	179003	407080	1	118
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	8	411791	730662	0	208
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	8	736271	989820	1	171
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	8	1001615	1363564	0	329
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	9	80852	369084	0	165
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	9	374344	891602	1	281
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	9	896213	1473413	0	692
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	10	70764	1472362	1	1044
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	10	1477053	1571687	0	65
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	111204	331838	0	123
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	334204	999375	1	307
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	1003650	1350979	0	193
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	1354707	1424532	1	29
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	1429726	1522573	0	46
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	1526106	1557873	1	21
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	11	1558936	1934044	0	197
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	12	60587	1817782	0	726
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	12	1832914	2162878	1	223
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	92637	391052	1	224
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	395723	632082	0	124
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	646083	1373255	1	336
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	1376212	2022971	0	313
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	2031122	2488438	1	246
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	13	2496657	2787498	0	175
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	14	36236	121728	0	85
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	14	123390	516607	1	197
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	14	521417	726161	0	107
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	14	735663	1023754	1	185
C01/PG0065-C/ERR019064	C14/PG0060-C/ERR019058	14	1032286	3254381	0	1258
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	1	95518	574270	0	398
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	2	109073	207266	1	58
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	2	209681	340845	0	108
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	2	346073	671972	1	144
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	2	677992	861650	0	221
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	3	74346	525104	0	346
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	3	531474	565770	1	27
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	3	573708	1001448	0	247
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	4	91950	198931	0	276
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	4	204163	1141383	1	831
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	5	38911	144161	1	65
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	5	145092	427247	0	211
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	5	437323	1321348	1	544
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	6	72627	293195	0	117
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	6	302105	378828	1	43
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	6	382438	534012	0	74
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	6	534686	926593	1	245
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	6	932002	1294070	0	248
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	7	77258	889170	0	870
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	7	894384	1380100	1	296
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	8	74385	989820	1	561
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	8	1001615	1363564	0	329
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	9	80852	110142	0	20
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	9	114707	369084	1	145
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	9	374344	1473413	0	973
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	10	70764	307282	0	119
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	10	308649	1127951	1	396
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	10	1128748	1472362	0	529
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	10	1477053	1571687	1	65
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	11	111204	1424532	1	652
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	11	1429726	1556224	0	65
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	11	1557470	1934044	1	199
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	12	60587	338700	1	125
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	12	344772	742392	0	182
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	12	753394	1633827	1	344
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	12	1644803	2162878	0	298
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	92637	391052	1	224
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	395723	1062308	0	333
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	1068811	1373255	1	127
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	1376212	1540900	0	88
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	1544198	2488438	1	471
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	13	2496657	2787498	0	175
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	14	36236	516607	1	282
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	14	521417	726161	0	107
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	14	735663	1804203	1	589
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	14	1805420	2029339	0	129
C01/PG0065-C/ERR019064	C15/PG0057-C/ERR019069	14	2032233	3254381	1	725
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	1	95518	574270	0	398
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	2	109073	861650	0	531
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	3	74346	1001448	0	620
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	4	91950	1141383	0	1107
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	5	38911	1321348	0	820
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	6	72627	1294070	0	727
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	7	77258	1380100	0	1166
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	8	74385	1363564	0	890
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	9	80852	1473413	0	1138
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	10	70764	1571687	0	1109
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	11	111204	1934044	0	916
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	12	60587	2162878	0	949
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	13	92637	2787498	0	1418
C02/PG0053-C/ERR019067	C02/PG0055-C/ERR019066	14	36236	3254381	0	1832
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	1	95518	574270	0	398
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	2	109073	861650	0	531
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	3	74346	1001448	0	620
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	4	91950	1141383	0	1107
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	5	38911	1321348	0	820
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	6	72627	1294070	0	727
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	7	77258	1380100	0	1166
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	8	74385	1363564	0	890
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	9	80852	1473413	0	1138
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	10	70764	1571687	0	1109
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	11	111204	1934044	0	916
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	12	60587	2162878	0	949
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	13	92637	2787498	0	1418
C02/PG0053-C/ERR019067	C02/PG0056-C/ERR019068	14	36236	3254381	0	1832
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	1	95518	574270	0	398
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	2	109073	861650	0	531
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	3	74346	1001448	0	620
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	4	91950	1141383	0	1107
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	5	38911	1321348	0	820
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	6	72627	1294070	0	727
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	7	77258	1380100	0	1166
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	8	74385	1363564	0	890
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	9	80852	1473413	0	1138
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	10	70764	1571687	0	1109
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	11	111204	1934044	0	916
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	12	60587	2162878	0	949
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	13	92637	2787498	0	1418
C02/PG0053-C/ERR019067	C02/PG0067-C/ERR019073	14	36236	3254381	0	1832
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	1	95518	341183	1	149
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	1	345066	574270	0	249
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	2	109073	346718	0	168
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	2	360156	861650	1	363
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	3	74346	1001448	0	620
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	4	91950	241092	0	296
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	4	250218	253627	1	6
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	4	257264	1141383	0	805
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	5	38911	1199990	1	724
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	5	1201913	1321348	0	96
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	6	72627	566860	1	252
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	6	569238	1237460	0	374
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	6	1241407	1294070	1	101
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	7	77258	638068	1	686
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	7	645078	1138335	0	323
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	7	1142799	1268573	1	106
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	7	1280921	1380100	0	51
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	8	74385	427414	0	224
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	8	467341	469091	1	9
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	8	470004	507802	0	51
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	8	511564	1363564	1	606
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	9	80852	151620	1	39
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	9	154721	965190	0	444
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	9	967637	978097	1	7
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	9	990501	1473413	0	648
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	70764	356329	0	158
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	362065	675547	1	160
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	678480	746148	0	29
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	747640	795777	1	25
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	800556	1217300	0	187
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	10	1220995	1571687	1	550
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	11	111204	304488	1	106
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	11	306844	1008835	0	330
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	11	1017187	1223065	1	109
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	11	1228068	1355726	0	80
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	11	1365066	1934044	1	291
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	60587	114735	0	27
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	122749	451960	1	146
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	456343	921491	0	221
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	1107393	1395047	1	137
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	1398531	1547462	0	84
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	1554744	1568966	1	14
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	12	1574855	2162878	0	320
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	13	92637	2787498	0	1418
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	36236	387203	1	217
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	392003	743877	0	181
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	745836	1441486	1	374
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	1450549	1927032	0	266
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	1932778	2217547	1	149
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	2222114	2313295	0	41
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	2314031	2805504	1	242
C02/PG0053-C/ERR019067	C03/PG0066-C/ERR019072	14	2810527	3254381	0	362
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	1	95518	283144	1	126
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	1	288441	319673	0	15
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	1	325302	574270	1	257
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	2	109073	346718	1	168
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	2	360156	477756	0	51
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	2	487241	619131	1	77
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	2	630726	861650	0	235
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	3	74346	635823	0	397
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	3	648157	1001448	1	223
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	4	91950	167292	1	259
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	4	169888	1107070	0	751
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	4	1111429	1141383	1	97
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	5	38911	568943	0	357
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	5	576493	1321348	1	463
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	6	72627	134602	0	46
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	6	135587	1294070	1	681
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	7	77258	1138335	0	1009
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	7	1142799	1268573	1	106
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	7	1280921	1380100	0	51
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	74385	378558	1	167
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	386607	427414	0	57
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	467341	469091	1	9
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	470004	1109232	0	398
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	1111913	1212779	1	63
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	8	1221638	1363564	0	196
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	9	80852	440611	1	196
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	9	443707	1473413	0	942
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	10	70764	675547	0	318
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	10	678480	795777	1	54
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	10	800556	1217300	0	187
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	10	1220995	1571687	1	550
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	11	111204	299078	0	103
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	11	301858	327089	1	18
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	11	330305	1008835	0	315
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	11	1017187	1606697	1	306
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	11	1611527	1934044	0	174
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	12	60587	400368	1	143
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	12	402708	921491	0	251
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	12	1107393	2162878	1	555
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	13	92637	1316762	0	662
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	13	1325431	2205069	1	444
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	13	2211837	2787498	0	312
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	36236	1436430	0	770
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	1441195	1932778	1	269
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	1935095	2080450	0	98
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	2087347	2217547	1	50
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	2222114	2313295	0	41
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	2314031	3107065	1	419
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	3119361	3194673	0	135
C02/PG0053-C/ERR019067	C04/PG0061-C/ERR019059	14	3200082	3254381	1	50
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	1	95518	341183	1	149
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	1	345066	574270	0	249
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	2	109073	346718	1	168
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	2	360156	861650	0	363
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	3	74346	291210	0	195
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	3	297417	898198	1	364
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	3	902944	1001448	0	61
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	4	91950	1141383	1	1107
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	5	38911	1321348	0	820
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	6	72627	1294070	1	727
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	7	77258	1138335	0	1009
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	7	1142799	1268573	1	106
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	7	1280921	1380100	0	51
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	8	74385	1363564	1	890
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	9	80852	1311228	0	1024
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	9	1315127	1473413	1	114
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	70764	675547	0	318
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	678480	795777	1	54
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	800556	1186095	0	174
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	1191732	1217300	1	13
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	1220995	1348540	0	79
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	10	1355990	1571687	1	471
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	11	111204	299078	0	103
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	11	301858	1017769	1	336
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	11	1018899	1934044	0	477
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	12	60587	702052	1	282
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	12	705819	921491	0	112
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	12	1107393	1395047	1	137
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	12	1398531	2162878	0	418
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	13	92637	987768	0	529
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	13	993957	2787498	1	889
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	36236	128850	1	89
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	130979	1152997	0	547
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	1156510	1441486	1	136
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	1450549	1699288	0	142
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	1705831	1932778	1	125
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	1935095	2217547	0	148
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	2222114	2314031	1	42
C02/PG0053-C/ERR019067	C05/PG0068-C/ERR019065	14	2316005	3254381	0	603
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	1	95518	341183	0	149
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	1	345066	574270	1	249
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	2	109073	346718	0	168
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	2	360156	861650	1	363
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	3	74346	483480	1	315
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	3	490990	652377	0	86
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	3	654095	1001448	1	219
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	4	91950	1141383	1	1107
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	5	38911	107419	0	43
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	5	109670	330541	1	157
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	5	335910	1178155	0	496
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	5	1181718	1321348	1	124
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	6	72627	179168	0	68
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	6	182765	183045	1	6
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	6	184028	535110	0	162
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	6	542221	666865	1	99
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	6	669203	1294070	0	392
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	7	77258	690832	0	716
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	7	699119	1138335	1	293
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	7	1142799	1265890	0	104
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	7	1266629	1380100	1	53
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	8	74385	96422	1	23
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	8	97831	427414	0	201
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	8	467341	469091	1	9
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	8	470004	1363564	0	657
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	9	80852	387354	0	174
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	9	388934	570861	1	80
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	9	573189	936352	0	214
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	9	938829	1473413	1	670
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	10	70764	611411	0	285
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	10	613448	675547	1	33
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	10	678480	795777	0	54
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	10	800556	1217300	1	187
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	10	1220995	1571687	0	550
C02/PG0053-C/ERR019067	C06/PG0069-C/ERR019055	11	111204	299078	0	103
